Country;Region;Year;URL;Title;Note;Class;Rating;Maturity
France;France - Languedoc;2012;https://www.robertparker.com//search/wines?vintage=2012&country[]=France&region[]=Languedoc-Roussillon;2012 Languedoc;88I;Above-average;88;Irregular, even among the best wines
Germany;Germany;2010;https://www.robertparker.com//search/wines?vintage=2010&country[]=Germany&variety[]=Pinot%20Noir&variety[]=Sp%C3%A4tburgunder;2010 Germany: Pinot Noir / Spätburgunder;87T;Above-average;87;Still tannic, youthful, or slow to mature
Australia;Australia - Victoria / Tasmania;2015;https://www.robertparker.com//search/wines?vintage=2015&country[]=Australia&region[]=Victoria&region[]=Tasmania;2015 Australia: Victoria / Tasmania;93T;Outstanding;93;Still tannic, youthful, or slow to mature
Spain;Spain - Catalonia: Priorat;2003;https://www.robertparker.com//search/wines?vintage=2003&country[]=Spain&location[]=Priorat&region[]=Catalonia;2003 Spain: Priorat;90I;Outstanding;90;Irregular, even among the best wines
Spain;Spain - Castilla Leon: Ribera Del Duero;1984;https://www.robertparker.com//search/wines?vintage=1984&country[]=Spain&region[]=Castilla%20Le%C3%B3n&location[]=Ribera%20del%20Duero;1984 Spain:  Ribera del Duero;86R;Above-average;86;Ready to drink
Spain;Spain - Castilla Leon: Ribera Del Duero;2002;https://www.robertparker.com//search/wines?vintage=2002&country[]=Spain&region[]=Castilla%20Le%C3%B3n&location[]=Ribera%20del%20Duero;2002 Spain:  Ribera del Duero;78C;Average;78;Caution, may be too old
USA;USA - North Coast;1984;https://www.robertparker.com//search/wines?vintage=1984&country[]=USA&region[]=California&location[]=North%20Coast&variety[]=Pinot%20Noir;1984 Calif N Coast Pinot Noir;85R;Above-average;85;Ready to drink
France;France - Burgundy: Beaujolais;2010;https://www.robertparker.com//search/wines?vintage=2010&country[]=France&region[]=Burgundy&region[]=Beaujolais;2010 Beaujolais;93R;Outstanding;93;Ready to drink
Italy;Italy - Tuscany: Brunello di Montalcino;1997;https://www.robertparker.com//search/wines?vintage=1997&country[]=Italy&region[]=Tuscany&location[]=Brunello%20di%20Montalcino;1997 Italy:  Tuscany (Brunello di Montalcino);95R;Outstanding;95;Ready to drink
USA;USA - North Coast;1987;https://www.robertparker.com//search/wines?vintage=1987&country[]=USA&region[]=California&location[]=North%20Coast&variety[]=Pinot%20Noir;1987 Calif N Coast Pinot Noir;86C;Above-average;86;Caution, may be too old
USA;USA - North Coast;2000;https://www.robertparker.com//search/wines?vintage=2000&country[]=USA&region[]=California&location[]=North%20Coast&variety[]=Pinot%20Noir;2000 Calif N Coast Pinot Noir;88R;Above-average;88;Ready to drink
Australia;Australia - New South Wales;2005;https://www.robertparker.com//search/wines?vintage=2005&country[]=Australia&region[]=New%20South%20Wales;2005 Australia New South Wales;87R;Above-average;87;Ready to drink
France;France - Burgundy: Cote de Beaune;1980;https://www.robertparker.com//search/wines?vintage=1980&country[]=France&region[]=Burgundy&location[]=Cote%20de%20Beaune&color_class[]=Red;1980 Cote de Beaune (red);78C;Average;78;Caution, may be too old
Italy;Italy - Piedmont: Barbaresco;1996;https://www.robertparker.com//search/wines?vintage=1996&country[]=Italy&region[]=Piedmont&location[]=Barbaresco;1996 Italy:  Piedmont (Barbaresco);97T;Extraordinary;97;Still tannic, youthful, or slow to mature
France;France - Burgundy;1982;https://www.robertparker.com//search/wines?vintage=1982&country[]=France&region[]=Burgundy&color_class[]=White;1982 White Burgundy;88C;Above-average;88;Caution, may be too old
France;France - Rhone: Cote Rotie / Hermitage;2009;https://www.robertparker.com//search/wines?vintage=2009&country[]=France&region[]=Rh%C3%B4ne&location[]=Northern%20Rh%C3%B4ne&locale[]=Cote%20Rotie&locale[]=Hermitage;"2009 Northern Rhone
Cote Rotie / Hermitage";98T;Extraordinary;98;Still tannic, youthful, or slow to mature
Italy;Italy - Piedmont: Barolo;1979;https://www.robertparker.com//search/wines?vintage=1979&country[]=Italy&region[]=Piedmont&location[]=Barolo;1979 Italy:  Piedmont (Barolo);90R;Outstanding;90;Ready to drink
Australia;Australia - South Australia: Barossa / McLaren Vale;2009;https://www.robertparker.com//search/wines?vintage=2009&country[]=Australia&region[]=South%20Australia&location[]=Barossa&location[]=McLaren%20Vale;2009 South Australia: Barossa / McLaren Vale;89T;Above-average;89;Still tannic, youthful, or slow to mature
USA;USA - North Coast;1971;https://www.robertparker.com//search/wines?vintage=1971&country[]=USA&region[]=California&location[]=North%20Coast&variety[]=Chardonnay;1971 Calif N Coast Chardonnay;82C;Above-average;82;Caution, may be too old
Spain;Spain - Galicia;2008;https://www.robertparker.com//search/wines?vintage=2008&country[]=Spain&region[]=Galicia;2008 Spain:  Galicia;90R;Outstanding;90;Ready to drink
France;France - Languedoc;2005;https://www.robertparker.com//search/wines?vintage=2005&country[]=France&region[]=Languedoc-Roussillon;2005 Languedoc;88R;Above-average;88;Ready to drink
Italy;Italy - Piedmont: Barolo;1985;https://www.robertparker.com//search/wines?vintage=1985&country[]=Italy&region[]=Piedmont&location[]=Barolo;1985 Italy:  Piedmont (Barolo);95R;Outstanding;95;Ready to drink
USA;USA - North Coast;1980;https://www.robertparker.com//search/wines?vintage=1980&country[]=USA&region[]=California&location[]=North%20Coast&variety[]=Cabernet%20Sauvignon;1980 Calif N Coast Cabernet Sauvignon;87R;Above-average;87;Ready to drink
Italy;Italy - Piedmont: Barbaresco;1978;https://www.robertparker.com//search/wines?vintage=1978&country[]=Italy&region[]=Piedmont&location[]=Barbaresco;1978 Italy:  Piedmont (Barbaresco);97T;Extraordinary;97;Still tannic, youthful, or slow to mature
France;France - Rhone: Chateauneuf du Pape;1994;https://www.robertparker.com//search/wines?vintage=1994&country[]=France&region[]=Rh%C3%B4ne&location[]=Southern%20Rh%C3%B4ne&locale[]=Chateauneuf%20du%20Pape;"1994 Southern Rhone
Chateauneuf du Pape";86C;Above-average;86;Caution, may be too old
France;France - Burgundy: Beaujolais;2004;https://www.robertparker.com//search/wines?vintage=2004&country[]=France&region[]=Burgundy&region[]=Beaujolais;2004 Beaujolais;81C;Above-average;81;Caution, may be too old
USA;USA - North Coast;1971;https://www.robertparker.com//search/wines?vintage=1971&country[]=USA&region[]=California&location[]=North%20Coast&variety[]=Zinfandel;1971 Calif N Coast Zinfandel;60C;Below-average;60;Caution, may be too old
Italy;Italy - Friuli Venezia Giulia: Collio;2000;https://www.robertparker.com//search/wines?vintage=2000&country[]=Italy&region[]=Friuli%20Venezia%20Giulia&location[]=Collio&color_class[]=White;2000 Italy: Friuli (Collio);90C;Outstanding;90;Caution, may be too old
France;France - Alsace;1992;https://www.robertparker.com//search/wines?vintage=1992&country[]=France&region[]=Alsace;1992 Alsace;85C;Above-average;85;Caution, may be too old
France;France - Champagne;2005;https://www.robertparker.com//search/wines?vintage=2005&country[]=France&region[]=Champagne;2005 Champagne;88I;Above-average;88;Irregular, even among the best wines
France;France - Bordeaux: St Julien / Pauillac / St Estephe;1988;https://www.robertparker.com//search/wines?vintage=1988&country[]=France&region[]=Bordeaux&location[]=Saint-Julien&location[]=Pauillac&location[]=Saint-Estephe;1988 St. Julien / Pauillac / St. Estephe;87R;Above-average;87;Ready to drink
South Africa;South Africa;2015;https://www.robertparker.com//search/wines?vintage=2015&country[]=South%20Africa;2015 South Africa;96E;Extraordinary;96;Early maturing and accessible
France;France - Bordeaux: Margaux;1980;https://www.robertparker.com//search/wines?vintage=1980&country[]=France&region[]=Bordeaux&location[]=Margaux;1980 Margaux;79C;Average;79;Caution, may be too old
France;France - Languedoc;2010;https://www.robertparker.com//search/wines?vintage=2010&country[]=France&region[]=Languedoc-Roussillon;2010 Languedoc;94T;Outstanding;94;Still tannic, youthful, or slow to mature
USA;USA - Central Coast: Santa Barbara;1997;https://www.robertparker.com//search/wines?vintage=1997&country[]=USA&region[]=California&location[]=Central%20Coast&locale[]=Santa%20Barbara%20County;"1997 California
Central Coast: Santa Barbara";90R;Outstanding;90;Ready to drink
Italy;Italy - Piedmont: Barbaresco;1971;https://www.robertparker.com//search/wines?vintage=1971&country[]=Italy&region[]=Piedmont&location[]=Barbaresco;1971 Italy:  Piedmont (Barbaresco);94R;Outstanding;94;Ready to drink
Italy;Italy - Piedmont: Barolo;2001;https://www.robertparker.com//search/wines?vintage=2001&country[]=Italy&region[]=Piedmont&location[]=Barolo;2001 Italy:  Piedmont (Barolo);96R;Extraordinary;96;Ready to drink
France;France - Bordeaux: Graves / Pessac Leognan;1992;https://www.robertparker.com//search/wines?vintage=1992&country[]=France&region[]=Bordeaux&location[]=Graves&location[]=Pessac-Leognan;1992 Graves;75C;Average;75;Caution, may be too old
France;France - Rhone: Chateauneuf du Pape;2012;https://www.robertparker.com//search/wines?vintage=2012&country[]=France&region[]=Rh%C3%B4ne&location[]=Southern%20Rh%C3%B4ne&locale[]=Chateauneuf%20du%20Pape;"2012 Southern Rhone
Chateauneuf du Pape";92E;Outstanding;92;Early maturing and accessible
Germany;Germany - Mosel Saar Ruwer;2011;https://www.robertparker.com//search/wines?vintage=2011&country[]=Germany&region[]=Mosel%20Saar%20Ruwer;2011 Germany: Mosel-Saar-Ruwer;95R;Outstanding;95;Ready to drink
Italy;Italy - Piedmont: Barolo;1994;https://www.robertparker.com//search/wines?vintage=1994&country[]=Italy&region[]=Piedmont&location[]=Barolo;1994 Italy:  Piedmont (Barolo);77C;Average;77;Caution, may be too old
France;France - Burgundy: Cote de Beaune;2011;https://www.robertparker.com//search/wines?vintage=2011&country[]=France&region[]=Burgundy&location[]=Cote%20de%20Beaune&color_class[]=Red;2011 Cote de Beaune (red);90E;Outstanding;90;Early maturing and accessible
Italy;Italy - Sicily: Etna;2012;https://www.robertparker.com//search/wines?vintage=2012&country[]=Italy&region[]=Sicily&location[]=Etna;2012 Italy: Sicily (Etna);92T;Outstanding;92;Still tannic, youthful, or slow to mature
France;France - Bordeaux: Pomerol;1979;https://www.robertparker.com//search/wines?vintage=1979&country[]=France&region[]=Bordeaux&location[]=Pomerol;1979 Pomerol;86R;Above-average;86;Ready to drink
France;France - Bordeaux: Pomerol;1978;https://www.robertparker.com//search/wines?vintage=1978&country[]=France&region[]=Bordeaux&location[]=Pomerol;1978 Pomerol;84R;Above-average;84;Ready to drink
Italy;Italy - Tuscany: Brunello di Montalcino;1993;https://www.robertparker.com//search/wines?vintage=1993&country[]=Italy&region[]=Tuscany&location[]=Brunello%20di%20Montalcino;1993 Italy:  Tuscany (Brunello di Montalcino);90R;Outstanding;90;Ready to drink
Australia;Australia - Western Australia;2014;https://www.robertparker.com//search/wines?vintage=2014&country[]=Australia&region[]=Western%20Australia;2014 Western Australia;90T;Outstanding;90;Still tannic, youthful, or slow to mature
France;France - Burgundy: Cote de Beaune;2003;https://www.robertparker.com//search/wines?vintage=2003&country[]=France&region[]=Burgundy&location[]=Cote%20de%20Beaune&color_class[]=Red;2003 Cote de Beaune (red);87T;Above-average;87;Still tannic, youthful, or slow to mature
Italy;Italy - Veneto: Valpolicella (Amarone);2005;https://www.robertparker.com//search/wines?vintage=2005&country[]=Italy&region[]=Veneto&location[]=Amarone%20della%20Valpolicella;2005 Italy: Veneto (Valpolicella);90R;Outstanding;90;Ready to drink
USA;USA;1991;https://www.robertparker.com//search/wines?vintage=1991&country[]=USA&region[]=Washington&variety[]=Cabernet%20Sauvignon&variety[]=Syrah;"1991 Washington
Cabernet Sauvignon and Syrah";85C;Above-average;85;Caution, may be too old
Germany;Germany - Mosel Saar Ruwer;2008;https://www.robertparker.com//search/wines?vintage=2008&country[]=Germany&region[]=Mosel%20Saar%20Ruwer;2008 Germany: Mosel-Saar-Ruwer;82I;Above-average;82;Irregular, even among the best wines
Italy;Italy - Trentino-Alto Adige;2011;https://www.robertparker.com//search/wines?vintage=2011&country[]=Italy&region[]=Trentino-Alto%20Adige&color_class[]=White;2011 Italy: Trentino-Alto Adige;91R;Outstanding;91;Ready to drink
USA;USA - North Coast;2000;https://www.robertparker.com//search/wines?vintage=2000&country[]=USA&region[]=California&location[]=North%20Coast&variety[]=Zinfandel;2000 Calif N Coast Zinfandel;83C;Above-average;83;Caution, may be too old
Australia;Australia - South Australia: Barossa / McLaren Vale;2007;https://www.robertparker.com//search/wines?vintage=2007&country[]=Australia&region[]=South%20Australia&location[]=Barossa&location[]=McLaren%20Vale;2007 South Australia: Barossa / McLaren Vale;85R;Above-average;85;Ready to drink
France;France - Bordeaux: St Julien / Pauillac / St Estephe;2006;https://www.robertparker.com//search/wines?vintage=2006&country[]=France&region[]=Bordeaux&location[]=Saint-Julien&location[]=Pauillac&location[]=Saint-Estephe;2006 St. Julien / Pauillac / St. Estephe;87E;Above-average;87;Early maturing and accessible
Germany;Germany - Mosel Saar Ruwer;1975;https://www.robertparker.com//search/wines?vintage=1975&country[]=Germany&region[]=Mosel%20Saar%20Ruwer;1975 Germany: Mosel-Saar-Ruwer;95R;Outstanding;95;Ready to drink
Italy;Italy - Piedmont: Barolo;1970;https://www.robertparker.com//search/wines?vintage=1970&country[]=Italy&region[]=Piedmont&location[]=Barolo;1970 Italy:  Piedmont (Barolo);93C;Outstanding;93;Caution, may be too old
France;France - Bordeaux: Barsac / Sauternes;1983;https://www.robertparker.com//search/wines?vintage=1983&country[]=France&region[]=Bordeaux&location[]=Barsac&location[]=Sauternes;1983 Barsac / Sauternes;88R;Above-average;88;Ready to drink
France;France - Burgundy;1984;https://www.robertparker.com//search/wines?vintage=1984&country[]=France&region[]=Burgundy&color_class[]=White;1984 White Burgundy;80C;Above-average;80;Caution, may be too old
Italy;Italy - Piedmont: Barolo;1995;https://www.robertparker.com//search/wines?vintage=1995&country[]=Italy&region[]=Piedmont&location[]=Barolo;1995 Italy:  Piedmont (Barolo);87R;Above-average;87;Ready to drink
Australia;Australia - South Australia: Barossa / McLaren Vale;1992;https://www.robertparker.com//search/wines?vintage=1992&country[]=Australia&region[]=South%20Australia&location[]=Barossa&location[]=McLaren%20Vale;1992 South Australia: Barossa / McLaren Vale;87R;Above-average;87;Ready to drink
Spain;Spain - Catalonia: Priorat;2005;https://www.robertparker.com//search/wines?vintage=2005&country[]=Spain&location[]=Priorat&region[]=Catalonia;2005 Spain: Priorat;94R;Outstanding;94;Ready to drink
France;France - Jura;2001;https://www.robertparker.com//search/wines?vintage=2001&country[]=France&region[]=Jura;2001 Jura;85R;Above-average;85;Ready to drink
Italy;Italy - Sicily: Etna;2009;https://www.robertparker.com//search/wines?vintage=2009&country[]=Italy&region[]=Sicily&location[]=Etna;2009 Italy: Sicily (Etna);89R;Above-average;89;Ready to drink
Spain;Spain - Rioja;1976;https://www.robertparker.com//search/wines?vintage=1976&country[]=Spain&region[]=Rioja;1976 Spain:  Rioja;86R;Above-average;86;Ready to drink
France;France - Rhone: Chateauneuf du Pape;2004;https://www.robertparker.com//search/wines?vintage=2004&country[]=France&region[]=Rh%C3%B4ne&location[]=Southern%20Rh%C3%B4ne&locale[]=Chateauneuf%20du%20Pape;"2004 Southern Rhone
Chateauneuf du Pape";88R;Above-average;88;Ready to drink
USA;USA;2005;https://www.robertparker.com//search/wines?vintage=2005&country[]=USA&region[]=Washington&variety[]=Cabernet%20Sauvignon&variety[]=Syrah;"2005 Washington
Cabernet Sauvignon and Syrah";94R;Outstanding;94;Ready to drink
USA;USA - Central Coast: Santa Barbara;2000;https://www.robertparker.com//search/wines?vintage=2000&country[]=USA&region[]=California&location[]=Central%20Coast&locale[]=Santa%20Barbara%20County;"2000 California
Central Coast: Santa Barbara";92R;Outstanding;92;Ready to drink
USA;USA - North Coast;2005;https://www.robertparker.com//search/wines?vintage=2005&country[]=USA&region[]=California&location[]=North%20Coast&variety[]=Chardonnay;2005 Calif N Coast Chardonnay;94E;Outstanding;94;Early maturing and accessible
France;France - Burgundy: Cote de Beaune;1999;https://www.robertparker.com//search/wines?vintage=1999&country[]=France&region[]=Burgundy&location[]=Cote%20de%20Beaune&color_class[]=Red;1999 Cote de Beaune (red);93R;Outstanding;93;Ready to drink
France;France - Bordeaux: Barsac / Sauternes;1990;https://www.robertparker.com//search/wines?vintage=1990&country[]=France&region[]=Bordeaux&location[]=Barsac&location[]=Sauternes;1990 Barsac / Sauternes;98R;Extraordinary;98;Ready to drink
New Zealand;New Zealand;1982;https://www.robertparker.com//search/wines?vintage=1982&country[]=New%20Zealand;1982 New Zealand;78C;Average;78;Caution, may be too old
Spain;Spain - Rioja;1979;https://www.robertparker.com//search/wines?vintage=1979&country[]=Spain&region[]=Rioja;1979 Spain:  Rioja;79C;Average;79;Caution, may be too old
USA;USA - North Coast;2012;https://www.robertparker.com//search/wines?vintage=2012&country[]=USA&region[]=California&location[]=North%20Coast&variety[]=Cabernet%20Sauvignon;2012 Calif N Coast Cabernet Sauvignon;96E;Extraordinary;96;Early maturing and accessible
